SMILES,Frequency,Percentage,MoleculeFrequency,MoleculePercentage
c1ccc(cc1)C2(CC)CC(CCC)CCC2C,2,0.0000,2,0.0000
c1ccc(cc1)CC2(CC)C(C)CCC2C(C)C,1,0.0000,1,0.0000
*NC=CC(*)=O,1,0.0000,1,0.0000
c1ccc(cc1)C(CC)CC2CCC(CC)C2,1,0.0000,1,0.0000
CCC1CCC2C3(C)CCC(C(C)CCC(C)C(C)C)C3(C)CCC42CC14CC,1,0.0000,1,0.0000
CCCC1(C)CCC2C(C)(C)CCCC32CC13,1,0.0000,1,0.0000
cc(cccCCCCCCCCCCCCCCC)C,1,0.0000,1,0.0000
c1ccc(cc1)CCC2c3ccc(cc3CC(C)C2C)CCC,1,0.0000,1,0.0000
c1ccc(cc1)cccCCCCCCCCCCCCC,5,0.0000,5,0.0000
*OC(=O)C(=C)C=CC=CC=CC=CC(*)=O,6,0.0000,6,0.0000
CCCC(C)CCC(C)CCCCC(C)C,1,0.0000,1,0.0000
CCCCCC(C)C1CCC2(C)C(CCC2C1C)C(C)CCC(C)C(C)C,1,0.0000,1,0.0000
cccccC(C)CC(C)CC,2,0.0000,2,0.0000
c1ccc(cc1)CcccccC,1,0.0000,1,0.0000
*OCOC=CC(*)=O,23,0.0000,23,0.0001
CCCCC(C)(CC)CCCC(C)(C)CC,1,0.0000,1,0.0000
c1ccc(cc1)c2cC(c3ccc(cc3)c(cCCC(CC)C4CCC4C)CC)CC(CCC2)C(C)CC,1,0.0000,1,0.0000
*SSC(C(=O)N(*)*)N(C(*)=O)CN(*)*,1,0.0000,1,0.0000
CC(C)C(C)C1(C)CCC2C(CCC3C(C)(C)CCCC23C)C1C,2,0.0000,2,0.0000
CC1C(CCC2C3CC(C)(C)CCC3(C)CCC12C)C4(C)CCCC(C)(C)C4,1,0.0000,1,0.0000
*C(=O)C=CC#C,2,0.0000,2,0.0000
*C(=O)C=CC#N,1,0.0000,1,0.0000
[H]OC1=CC(=O)C(O[H])=C(Cl)C1=O,1,0.0000,1,0.0000
O=[cH2],17722,0.0106,16452,0.1034
c1ccc2c(c1)ccc3cccc(c32)C,7,0.0000,7,0.0000
CC1CCC2CCC3(C)C(CCC4C5(C)CCCC(C)(C)C5CCC43C)C2C1,2,0.0000,2,0.0000
c1ccc(cc1)c2ccc(c3ccccc3)c(c2)C,66,0.0000,66,0.0004
c1ccc(cc1)cc2cccc(c2)C(c3cc(cc4ccccc4)cc(c3)CCC(C)C)CC(C)C,2,0.0000,2,0.0000
CCC(C)(C)C(C)(C)CC(C)C,1,0.0000,1,0.0000
ccccCCCCCCCCCC(cccc)C,1,0.0000,1,0.0000
cc(c1cCC2(C)CCCC(C)C2C1)C,1,0.0000,1,0.0000
c1ccc(cc1)CC2CC3CC(C2C)C3(C)C,2,0.0000,2,0.0000
CC(C)CCCC(C)CC1(C)CCC23CC43CCCC(C)(C)C4CCC2C1(C)C,58,0.0000,58,0.0004
ccc(c)CCC(CC)C1(C)CCCC(C)C1C,4,0.0000,4,0.0000
CCCCCCC(C)CCCC(C)C,5,0.0000,5,0.0000
c1ccc(cc1)-cc(cc2cccc(c2)CCC(C)C)C,3,0.0000,3,0.0000
*C(=O)N(*)CN(*)S(*)(=O)=O,3,0.0000,3,0.0000
c1cc(-c2cccc3c2CCCC3(C)CC)c4c(c1)C(C)(CC)CCC4,2,0.0000,2,0.0000
cccc1cccc(c1)C2CC(C)C2c3ccccc3,1,0.0000,1,0.0000
ccc(cc)-c(c)c,1,0.0000,1,0.0000
*OC(=O)C(=CC1=CN(*)C(C=C)=CC1=C(Cl)C(*)=O)C(*)=O,8,0.0000,8,0.0001
*OC(=O)C(=C)N(*)CS*,1,0.0000,1,0.0000
*N=C(C=Cn(*)*)N(*)*,1,0.0000,1,0.0000
CCC(C)C1CCC2C3CC4CCCCC4(C)C3CCC12C,2,0.0000,2,0.0000
CCCCCCCCCCCCCCCCCCCCCCCCCCCC(C)C,2,0.0000,2,0.0000
cc(c1ccccc1)C(C)C,8,0.0000,8,0.0001
*C(=O)N(*)C(=[cH2])N(*)*,1,0.0000,1,0.0000
c1cc(ccc1C)C(C)CC(C)CCC,2,0.0000,2,0.0000
*[Si](*)(*)O[Si](*)(*)O[Si](*)(*)O[Si](*)(*)O[Si](*)(*)O[Si](*)(*)*,1,0.0000,1,0.0000
N#CC=CC#N,2,0.0000,2,0.0000
*OP(=O)([O-])O*,37,0.0000,36,0.0002
CCC1(C)C(CCC2(C)C1CCC3C(CCC32C)C(C)CCCC(C)(C)C)C(C)C,1,0.0000,1,0.0000
CCCCC(C)C1CCC2(C)C(CCC2C1C)C(C)CCC(C)C(C)C,42,0.0000,42,0.0003
*NC=1C(=[cH2])C=CN2C=C(C=CC12)C(=O)O[H],1,0.0000,1,0.0000
cc1cc2ccccc2cc1c(c)C,2,0.0000,2,0.0000
c1ccc2c(c1)-cc(cc3cc(cc(c3)C)C)CC2,1,0.0000,1,0.0000
CCCCC(C)C1CCC2C(CCC2C(C)C3CC3(C)C(C)C(C)C)C1C,3,0.0000,3,0.0000
c1ccc(cc1)c2cC(C)(CC)CCC2,1,0.0000,1,0.0000
*N=[N+](*)[O-],16,0.0000,16,0.0001
c1cc(ccc1C)C(C)CCC2C(C)CCC3C2(C)CCC4C5(C)CCCC(C)(C)C5CCC34C,1,0.0000,1,0.0000
c1cccc(cc1)cc2ccccc2,1,0.0000,1,0.0000
c1ccc(cc1)C2(C)CCCC(C)(C)C2,2,0.0000,2,0.0000
*C(=O)N=CC(=C)C(=O)O[H],1,0.0000,1,0.0000
*C(=O)C(=CO[H])N(*)C(=O)C=CC=CC=CC=C,5,0.0000,5,0.0000
*OC(=O)C(*)=O,44,0.0000,43,0.0003
cc(cc(cC1(C)C(C)C1C)C)C,4,0.0000,4,0.0000
CCCCCC(C)C1CCC2(C)C(CC)CCC2C1C,2,0.0000,2,0.0000
c1ccc2c(c1)CCC3CCCCC(C)CCC23,1,0.0000,1,0.0000
ccC(c1ccccc1)c2ccccc2,1,0.0000,1,0.0000
cccc(c)C(CC)C(C)CCCC1(C)CCCCC1CC,1,0.0000,1,0.0000
O(C=CC=C)C=CC=C,2,0.0000,2,0.0000
c1ccc(c(c1)CC)CCC(C)C(C)CC,15,0.0000,15,0.0001
CC(CCC1(C)CCC(C)(C)CC1)C2(C)CC(C)(C)C3CCCCC3(C)C2C,4,0.0000,4,0.0000
*ON=NO*,1,0.0000,1,0.0000
c1ccc(cc1)-cccc2cccc(c2)C(C)CC(C)C,9,0.0000,9,0.0001
CC1CCC(C)C1,194,0.0001,194,0.0012
CCCC1(C)CCC2(C)C(CCC2(C)C1)C(C)C,3,0.0000,3,0.0000
[H]OC(=O)C=CC(Cl)=C(Cl)C(=O)O[H],1,0.0000,1,0.0000
C1CCCCCCCCCCCCCCCCCCC1,1,0.0000,1,0.0000
c1cc2c(ccc(c2CCC(C)(C)C3CCC4(C)CCC(C)CC34)C)c(c1)C,1,0.0000,1,0.0000
c1ccc(cc1)CCC(C)C(c2ccccc2)CC,1,0.0000,1,0.0000
c1ccc(c(c1)-ccc2cccc(c2)C)CCC(C)C,1,0.0000,1,0.0000
c1ccc(cc1)cc2ccccc2C3c4c(cccc4CC3C(C)(C)C)cc5ccccc5,1,0.0000,1,0.0000
CCC1C(C)(C)CCC(C)C1(C)CC,1,0.0000,1,0.0000
*OC(=O)C(=C)N(*)C=O,1,0.0000,1,0.0000
c1ccc(cc1)c2cccc(c2)Cc3ccc(cc3C)c4ccccc4,2,0.0000,2,0.0000
CCC12CCC(C)(C)C2CC(C)C1(C)C,1,0.0000,1,0.0000
c1ccc(cc1)C2CCC2C3CCC(C)C3,1,0.0000,1,0.0000
CCC(CCC(C)C)C(C)C(C)C(C)C,7,0.0000,7,0.0000
c1ccc(cc1)CCCc2cccc(c2)C(c3ccccc3)CCc4ccccc4,131,0.0001,131,0.0008
c1ccc(cc1)cccC(C)CC(C)C(C)(CC)CC,1,0.0000,1,0.0000
c1ccc(c(c1)CC)CC(C)C(C)C,31,0.0000,31,0.0002
*OCN(*)C=C,1,0.0000,1,0.0000
c1ccc2c(c1)-c3cccc(c3CC2CC)C,2,0.0000,2,0.0000
*SC1C(=O)N(*)C(O[H])C(=O)N1*,5,0.0000,5,0.0000
CCC(C)C(CCCCC(C)C)C(C)C,1,0.0000,1,0.0000
*OC(=O)C(=C)n(*)*,6,0.0000,6,0.0000
CCC1C2CCC3C(C)(C)CCCC3(C)C2CCC1(C)C,1,0.0000,1,0.0000
*C(=O)N(*)CN(C=C)C(*)=O,1,0.0000,1,0.0000
CCC(C)(C)C1CCC2CC(C)CCC2C1C,4,0.0000,4,0.0000
CCC1CCC2C(C)(C)CCCC2(C)C1CCCCCC3CCC4C(C)(C)CCCC4(C)C3C,1,0.0000,1,0.0000
c1ccc(cc1)ccc-c2cccc(c2)-c3cccc(ccc-c4cccc(c4)-c5cccc(ccc-c6ccccc6)c5)c3,1,0.0000,1,0.0000
c1cc(c2c(c1)C(CC)(CC)CC2)CC,2,0.0000,2,0.0000
CC1CCC(C)C(C)(CCCC2CCCC3C(C)(C)CCCC23C)C1,1,0.0000,1,0.0000
CCC1CCC(C)(C(C)CCC2CCC(C)(C)CC2)C(C)C1(C)CC,4,0.0000,4,0.0000
CC(C)C(C)CCC(C)C1CCC2C3CCCC3CCC12C,1,0.0000,1,0.0000
*OC=C(O[H])C(=O)C=CC(=O)O*,1,0.0000,1,0.0000
c1ccc(cc1)CCCCCCCCCCCCCC,28,0.0000,28,0.0002
ccc(c)CCCC,6,0.0000,6,0.0000
c1ccc(cc1)Cc2cc3c4cccc(c4ccc3c(c2)Cc5ccccc5)Cc6ccccc6,1,0.0000,1,0.0000
c1ccc(cc1)C(C)(CC)CCCC(C)CC,6,0.0000,6,0.0000
*N(C(=O)C=C)C1=CC(=O)C(=O)C=C1O[H],1,0.0000,1,0.0000
C1CCCCC1,606,0.0004,596,0.0037
CCCCC(C)C(CC)CCC(C)CCC,22,0.0000,22,0.0001
CC1CCCC(C)(C1)C2CCCCC2(C)C,2,0.0000,2,0.0000
c1ccc2c(c1)-c3ccc(cc3)CCCCCCCCCCCCCC2,4,0.0000,4,0.0000
CCC1(C)CCC(C)C2CC21,1,0.0000,1,0.0000
O=C1OC(=CBr)C(Br)=C1,8,0.0000,8,0.0001
ccc(-c1ccccc1)c2ccccc2,5,0.0000,5,0.0000
O=CC=CC#CC#CC=C,3,0.0000,3,0.0000
*N(*)C(=O)C(=CO[H])C(=O)C=CC=CC=CC=CC=CC=C,1,0.0000,1,0.0000
*N=CN(*)C(=O)N(*)CO*,1,0.0000,1,0.0000
c1cc2c(cc1C)C(C)(C)CC2(C)C,9,0.0000,9,0.0001
CC1CCCC2(C)C1CCC3CC4(C)C5CC32CC54,4,0.0000,4,0.0000
CCCC(C)(C)CCC(C)CC,33,0.0000,33,0.0002
CC1CCC(CCC(C)C2(C)CCCC(C)(C)C2C)CC1C,1,0.0000,1,0.0000
ccc(c)CCCC1(C)CCCC(C)C1CC,18,0.0000,18,0.0001
c1ccc(cc1)C(CC)CC(C)(CC)CC(C)(C)C,2,0.0000,2,0.0000
c1ccc(cc1)Cc2cccc3c2-c4ccccc4CC3,1,0.0000,1,0.0000
c1ccc(cc1)c(cCCCCCC2CCCC(c3ccccc3)(CC)C2)CC,1,0.0000,1,0.0000
CCCC1C(C)CC2CCC(C)CC21,2,0.0000,2,0.0000
*N(*)C(=O)OP(=O)(O[H])O[H],1,0.0000,1,0.0000
c1ccc(cc1)c(cCc2cccc(c2)CC(c3ccccc3)C)-c4ccccc4,2,0.0000,2,0.0000
CCCCCCCCCCCCCCCCC(C)CCCC(C)CCCCCCCC,1,0.0000,1,0.0000
*N1C(=O)C(=O)N(*)C(=CC=COC=C)C1=O,2,0.0000,2,0.0000
CCCC(C)CCCC(C)(CC)C(C)CC,1,0.0000,1,0.0000
ccc(c)CCCC(C)C,17,0.0000,15,0.0001
c1ccc(cc1)C(CCCC)CCCCCC,1,0.0000,1,0.0000
CCC1(C)CCCC2C3CCCC3(C)CCC21,1,0.0000,1,0.0000
c1cc(c(c(c1)C(C)C)C)C(C)C,1,0.0000,1,0.0000
*OC(=O)C=CC(=O)C=C,18,0.0000,18,0.0001
ccc(c)CC(C)CCC(CC)CC(C)C(C)C,3,0.0000,3,0.0000
cccc-c1ccccc1,14,0.0000,14,0.0001
c1cc(c(cc1CCC(C)C2(C)CCC3C(C)(C)CCCC3(C)C2C)C)C,2,0.0000,2,0.0000
CCCC1(C)CCC(CC)C(C)(C)C(CC)CC1,1,0.0000,1,0.0000
cc(cc(cC(C)CC(C)C)C)C,1,0.0000,1,0.0000
c1ccc(cc1)CccCc2ccccc2,21,0.0000,21,0.0001
CC1CCCC2(C)CC(C)(CCC12)C3(C)CC4CCCC4C3C,1,0.0000,1,0.0000
CCC1(C)CCCC(C)C1CCC2C(C)CCCC2(C)CC,1,0.0000,1,0.0000
CC1(C)CCC2(C)CCC3(C)C4CCC5(C)CCCCC5C4(C)CCC3(C)C2C1,1,0.0000,1,0.0000
CCC12CCCCC1C3(CCCC(C)(C)C3)CCC2,1,0.0000,1,0.0000
*N(*)C(=O)C=CC=CC=CC=CC1OC1,1,0.0000,1,0.0000
CCC12CCC(CCC1C)C2(C)C,1,0.0000,1,0.0000
*OC(C=CC=C)=CC=C(Cl)C(*)=O,4,0.0000,4,0.0000
cc(cccC(CC)C1CCCCC1)C,2,0.0000,2,0.0000
CCCC(C)CCC1CCCCC1(C)C,1,0.0000,1,0.0000
*N=C(N(*)O[H])N(*)CO[H],1,0.0000,1,0.0000
ccc(c)Cc1cccc(c1C)C,1,0.0000,1,0.0000
O=CC=CC(Cl)=CC=C,1,0.0000,1,0.0000
CC1C2CC3CC(C2)CC1C3,1,0.0000,1,0.0000
ccc1ccccc1-c(c)c2ccccc2,3,0.0000,3,0.0000
*N=CN(*)*,127,0.0001,121,0.0008
*C(=O)C=C(C(*)=O)N(*)C(=O)C=C,6,0.0000,6,0.0000
CCCC(C)(C)CC,143,0.0001,142,0.0009
c1cc(ccCC)cc(c1)C,1,0.0000,1,0.0000
*OC(OC=C)C=C,5,0.0000,5,0.0000
CCCC(C)(C)CC1(C)CCCC(C)(C)C1,1,0.0000,1,0.0000
cc(ccCC(C)CCC)C,7,0.0000,7,0.0000
O=CC=CC#CC#CC#C,3,0.0000,3,0.0000
ccc1cc2c(cc1c)CC(C)(C)C2,1,0.0000,1,0.0000
CCCC(C)CC1CCC2(C)C(CCC2C1C)C(C)CCCC(C)C,1,0.0000,1,0.0000
cc(cccC)C(CC)CCCCCc1ccccc1,1,0.0000,1,0.0000
CCC(C)C(C)C(CC)CC,2,0.0000,2,0.0000
c1cc2c(cc1C(C)C)CCC3CCCCC23,1,0.0000,1,0.0000
ccc1cCCCCCCC1CCCC,2,0.0000,2,0.0000
cccc1cCC2CC1CC(C)C2,2,0.0000,2,0.0000
cc(ccCC(C)C1CCC2(C)C3CCCC4(CC)CC34CCC12C)C,5,0.0000,5,0.0000
*OC=CN(C(*)=O)C(=O)N(*)*,5,0.0000,5,0.0000
CC(C)CCCC(C)CCCC(C)C1CCC2C1(C)CCC3C(C)(C)CCCC32C,3,0.0000,3,0.0000
c1ccc(cc1)-cccc2cccc(c2)CCCCC,40,0.0000,40,0.0003
ccc(c1ccccc1)c(cc)c2ccccc2,2,0.0000,2,0.0000
*[S+](*)*,15,0.0000,15,0.0001
cc(c1ccccc1)CC(C)(CCCC)C(C)CC,1,0.0000,1,0.0000
[H]OO[H],2,0.0000,2,0.0000
*OC(=O)C=COC1OC1,1,0.0000,1,0.0000
c1ccc(cc1)CCcccc2cCCCC2,6,0.0000,6,0.0000
c1cc2-c3c(cc(cc3C(C)CCCC)C)CCc2c(c1)C,2,0.0000,2,0.0000
*N1C(=O)C2SSSC1C(=O)N2*,7,0.0000,7,0.0000
cc(c(c)-c(c)c1ccccc1)-c(c)c2ccccc2,17,0.0000,17,0.0001
CCCC(C)CCCC(C)C,97,0.0001,96,0.0006
CC(C)CCCC(C)C(C)C(C)(C)CCCC1(C)CCC(C)(C)CC1,1,0.0000,1,0.0000
c1ccc(cc1)c(cCCCC2CCC(CCCcc(c3ccccc3)CC)C2)CC,1,0.0000,1,0.0000
CCCC1(C)C(C)C2CCC1C2,1,0.0000,1,0.0000
*OCOC=CC(=O)N(*)*,2,0.0000,2,0.0000
CCC1(C)CCCC2(C)C1CCC3(C)C2CCC45CCC5CCCC34,2,0.0000,2,0.0000
CC1(C)CC2CC3(C)CCC(C)(C3)C2C1,1,0.0000,1,0.0000
*N1C(=O)C(=C)C(=O)C1=C,2,0.0000,2,0.0000
ccc1ccc2c(c1)C(C)CC2,2,0.0000,2,0.0000
c1cc(c(cc1C(C)C)CC)C,6,0.0000,6,0.0000
O=C1OC(=O)C(=CC=C)C=C1,1,0.0000,1,0.0000
*OC(=O)OCO[H],2,0.0000,2,0.0000
c1c(cc(c(c1C)C)C)CCC,4,0.0000,4,0.0000
CC1CCCC2C1CCC34CC(C)C(CCC23C)C4,4,0.0000,4,0.0000
*N(*)C=S,27,0.0000,14,0.0001
*N(*)C=O,432,0.0003,424,0.0027
*N(*)C=C,178,0.0001,172,0.0011
*OC=C(O*)C(O[H])=CC=CC=C,1,0.0000,1,0.0000
CCC(C)(CC)C1CCC2C(C)CCCC2(C)C1,1,0.0000,1,0.0000
CC1CC23C4(C)CCCC3(C)C(C)C2(CC4)C1(C)C,1,0.0000,1,0.0000
CCCCCCCCCCCCCCC(C)CC(C)CCCCCCCCCCCC,1,0.0000,1,0.0000
*OCSC=NOS(=O)(=O)O[H],87,0.0001,87,0.0005
CC(C)C1CCC2(C)C(CCC3CC(C)CCC32)C1C,2,0.0000,2,0.0000
ccc(c(c)c)c(c)C,1,0.0000,1,0.0000
cc1ccc(ccc1ccC(C)C)C(C)C,1,0.0000,1,0.0000
ccc(c)C(C)C1CCCCC1C,1,0.0000,1,0.0000
CC(C)CCCCC1(C)CCC(C)CC1C,12,0.0000,12,0.0001
ccC(C)CC,24,0.0000,23,0.0001
O=C(C=CC(Cl)=C)C1OC1,1,0.0000,1,0.0000
*N(*)CN(*)CN(*)CN(*)*,2,0.0000,2,0.0000
CCC1CCC(C(C)C1C)C(C)(C)CC,1,0.0000,1,0.0000
CCC(CCC(C)C)C1CCCC(C)C1,1,0.0000,1,0.0000
CCC(C)(C)CCCC1(C)CCC2CC2(C)C1C,1,0.0000,1,0.0000
CCC1(C)C(CCC2(C)C(C)C(C)CCC12)C(C)C,1,0.0000,1,0.0000
*N(*)C=[cH]-[cH]=C,2,0.0000,2,0.0000
c(cCC)c(cCCCC)C,5,0.0000,5,0.0000
c1ccc2cc(ccc2c1)cc3ccccc3C,1,0.0000,1,0.0000
cc1ccccc1c(c)C(C)C,4,0.0000,4,0.0000
*N(*)C#N,4,0.0000,4,0.0000
*N(*)C#C,1,0.0000,1,0.0000
cc(c(ccC)c1ccccc1)CCCCC,1,0.0000,1,0.0000
CCCCCC1CC2CCC1CCC(C)C2,1,0.0000,1,0.0000
*OC1OC(=O)C=C1Br,5,0.0000,5,0.0000
*OC(=O)C(=CC1=COC=CC1=CC(*)=O)C(O[H])=CC(=O)C=CC=C,1,0.0000,1,0.0000
c1ccc2cc3cc(cc3cc2c1)CC(CC)CCC(Cc4cc5cc6ccccc6cc5c4)CC,1,0.0000,1,0.0000
c1ccc(cc1)CC(C)(CC)CC2C(CC)C2(C)C,1,0.0000,1,0.0000
c1cc2c3ccc(cc3ccc2c(c1)C)C(C)C,2,0.0000,2,0.0000
*C(=O)C1(OC1)C(=O)C=C,2,0.0000,2,0.0000
*N(C=C)C=CC=NC=C,2,0.0000,2,0.0000
c1cc2-c3ccc(cc3CCc2c(c1)C)C,8,0.0000,8,0.0001
CCC1(C)C(C)CCC2(C)C3(C)CCCC(C)C3CCC12C,1,0.0000,1,0.0000
*OC=1C=C(C#CC1O[H])C=C,1,0.0000,1,0.0000
CC12CCCCC1C3(C)CCCC3CC2,1,0.0000,1,0.0000
c1ccc(cc1)CCCc2cccc(c2)C(c3cccc(c3)C)C,2,0.0000,2,0.0000
c1cc(c2c(c1)C(C)(CC)CCC2)C(C)C,1,0.0000,1,0.0000
cccc1cc(ccc1CC)C,1,0.0000,1,0.0000
c1ccc2c(c1)c3ccccc3c(c2C)CC(C)CCC,4,0.0000,4,0.0000
CC12CCCCC(CCC1)C2,9,0.0000,9,0.0001
*OC(OCO[H])O[H],2,0.0000,2,0.0000
CC(C)C1CCC2(C)CC3CC3(C)CCC12,1,0.0000,1,0.0000
c1ccc(cc1)CCCc2ccccc2-c3ccccc3CCCc4ccccc4,7,0.0000,7,0.0000
ccc1cccc(c1C)CCCc2cccc(c2)C(C)C,1,0.0000,1,0.0000
O=C(OC1=CC(=O)C=CC1=O)C=C,1,0.0000,1,0.0000
*OC(=O)C=CC(S*)=CC#CC#C,1,0.0000,1,0.0000
ccc(c)CCCC(C)CCCC(C)(C)C(C)(C)CCCC(C)CCCc(c)cc,1,0.0000,1,0.0000
CC1CC2CCC(C)C2CC1C,1,0.0000,1,0.0000
ccccCC(C)CCC(C(C)C)C(C)(CC)CC(C)C,1,0.0000,1,0.0000
CCC(CCC(C)C1CCC2C(C)C(CCC12C)C3(C)CCCCC3)C(C)C,6,0.0000,6,0.0000
CC1CC2(C)CCCCC2C1C,1,0.0000,1,0.0000
*OC(OC(*)=O)C1OC1,5,0.0000,5,0.0000
CCCC(C)C(CC)CCC,2,0.0000,2,0.0000
c1ccc(cc1)C(c2ccc3ccccc3c2)CCC,1,0.0000,1,0.0000
c1cc(cc2ccc(c(c2)C)C(C)CC)c(c(c1)C)C(C)CC,1,0.0000,1,0.0000
c1cc(cccC)c(c(c1)CCCCCC)C,2,0.0000,2,0.0000
ccc(c)CC(C)C(C)CC,1,0.0000,1,0.0000
CC1CCCC2(C)C1CCC(C)(C)C2CCCC3(C)CCCC(C)(C)C3C,5,0.0000,5,0.0000
*OC=CC(=O)C1(Cl)OC1C(Br)=C,1,0.0000,1,0.0000
cc1ccccc1c2cccc(c2)-c3ccc(c(c)c3)c4ccccc4C,1,0.0000,1,0.0000
cccc1ccccc1-c(c)c(c)-c2ccccc2ccc,2,0.0000,2,0.0000
cc1ccccc1c(c)-c2ccccc2,2,0.0000,2,0.0000
c1ccc(cc1)Cc2ccc3cc(ccc3c2)C,1,0.0000,1,0.0000
[H]N([H])C,5144,0.0031,3675,0.0231
CCC(C)C(C)C1C(CC)C1(C)C,3,0.0000,3,0.0000
c1ccc(cc1)cccc2ccccc2CC(CC)C(C)(C)C,1,0.0000,1,0.0000
O=CC(=C)C(=C)C=O,3,0.0000,3,0.0000
c1ccc2c(c1)cccc2-c3ccc4ccc(cccC)cc4c3,7,0.0000,7,0.0000
*OC(O[H])C(=C)C=C,3,0.0000,2,0.0000
c1cc(cc(c1)CC)c2cCCCC(C)CC2,1,0.0000,1,0.0000
*OCOC(=O)C=CC=CC=CC=CC=CC=CC=CC(=O)O[H],5,0.0000,5,0.0000
CCC(C)C1(C)CCCC(C1)C(C)C,4,0.0000,4,0.0000
c1ccc2c(c1)ccc3ccc(cc32)CC,1,0.0000,1,0.0000
c1cc(cc(c1)CC2C(C)CCC3C2(C)CCC4C(C)(C)CCCC43C)C,9,0.0000,9,0.0001
CC(C)CCCC(C)C(CCC(C)C)C(C)C,1,0.0000,1,0.0000
CC1CCC2C(CCCC2(C)C)C1,4,0.0000,4,0.0000
c1ccc(cc1)CCCCC(C)C,47,0.0000,47,0.0003
ccc1ccc(cc1C)C(C)CCCC(C)C,1,0.0000,1,0.0000
CCC(C)(C)C1CCC2(C)C(CCC3C(C)(CC)C(CCC32C)C(C)C)C1,1,0.0000,1,0.0000
c1ccc(cc1)CCCCCCCCC(C)CC(C)CC(C)CC,2,0.0000,2,0.0000
C1CC2CCC12,2,0.0000,2,0.0000
cc1ccccc1c2cc3ccccc3c(c2)C,1,0.0000,1,0.0000
cc(cc-c1cccc(c1)CCC)C,4,0.0000,4,0.0000
*OC(=O)C=1OC(O[H])C(=CC1)C(*)=O,4,0.0000,4,0.0000
C(#CC=CC=CC=CC=CC=CC=CC=CC=C)C=CC=C,1,0.0000,1,0.0000
*N=CC(C(*)=O)=C(N(*)*)N(*)C(=O)C=C,1,0.0000,1,0.0000
[H]N([H])c,1108,0.0007,1081,0.0068
c1ccc(c(c1)CC)CCCCC,3,0.0000,3,0.0000
CC(C)CCCC(C)C1CCC(C)(C(C)C(C)C)C1(C)C,1,0.0000,1,0.0000
CCCCCC(C)C1CC1(C)CCC2CCCC(C(C)C)C(CC)C2,4,0.0000,4,0.0000
CC(CCCCCC(C)(C)C)C1(C)CCC2C(C)(C)CCCC2(C)C1,23,0.0000,23,0.0001
CCC(CC)C1CC(C)(CC)C1CC,1,0.0000,1,0.0000
N#CC(=C)C(C#N)=C,4,0.0000,4,0.0000
*N=CC(C(=O)O[H])=C(O[H])C1OC1,2,0.0000,2,0.0000
CCC(C)C(C)CC1CCC(CC)C1C,4,0.0000,4,0.0000
CCCCC(C)CCC(C)CCC,3,0.0000,3,0.0000
*C(=O)C=CC=C(O[H])C(=O)O[H],1,0.0000,1,0.0000
c1ccc(cc1)C(C)(C)C(C)Cc2cccc(c2)-c3ccccc3C,17,0.0000,17,0.0001
*C(=O)N(O[H])C(=C)C(=O)N(*)O[H],1,0.0000,1,0.0000
CCC(C)CC1CCCC1,3,0.0000,3,0.0000
CCCC(C)(CC)CCCC1(C)C(C)CCC1C(C)CCC(C)(CC)C(C)C,1,0.0000,1,0.0000
*OCOS(=O)(=O)O[H],2,0.0000,2,0.0000
CC(C)C1CCC2(C)C(C)C3(CCC12C)CC43CCCC(C)(C)C4,2,0.0000,2,0.0000
CCCC(C)CC(CCC)C(C)C(C)C,4,0.0000,4,0.0000
c1ccc(cc1)CC(C(C)C)C(Cc2ccccc2)C(C)C,1,0.0000,1,0.0000
CCCC1CC(CC)CCC1C,1,0.0000,1,0.0000
*OC(O*)C=CC(O[H])=CC(*)=O,1,0.0000,1,0.0000
C#[N+]C(=C)C([N+]#C)=C,1,0.0000,1,0.0000
CCC1C2CCC3C4(C)CCCC(C)(C)C4CCC3(C)C2(C)CCC1(C)C,37,0.0000,37,0.0002
c1ccc(cc1)c2cccc(c2)C3C4C(C)CCC4C3(C)C,1,0.0000,1,0.0000
CCC1C(CCC2(C)C(CCC12)C(C)CCCC(C)C)C(C)C,1,0.0000,1,0.0000
cc1c(c)C(C)CCC1,3,0.0000,3,0.0000
*OCOCOC=C,400,0.0002,399,0.0025
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1,0.0000,1,0.0000
CCC(CC)C1(C)CCC2C(C)(CC)CCCC2(C)C1C,1,0.0000,1,0.0000
CC1CC1(C)CCCC(C)(C)C,1,0.0000,1,0.0000
CCCCCCCCCCCC(C)CCCCCC,2,0.0000,2,0.0000
CCC1C(C)(CC)CCC2C3CCC4(C)CCC(C)(C)CC4C3(C)CCC21C,2,0.0000,2,0.0000
c1cc(c(c(c1C)C)C)C,6,0.0000,6,0.0000
cccc(c)ccc,5,0.0000,5,0.0000
CCC(C)CCCC(C)C(CC)C(C)CC,2,0.0000,2,0.0000
cc1ccccc1cc-cc(c2ccccc2)CC,3,0.0000,3,0.0000
*[N-]S(*)(=O)=O,1,0.0000,1,0.0000
CC(C)C(C)(C)C,34,0.0000,28,0.0002
c1ccc(cc1)c2cCC(CC)C(C2)CC,1,0.0000,1,0.0000
c1ccc(cc1)C(CC)CC,32,0.0000,32,0.0002
ccc(c)C(C)C(C)CC,1,0.0000,1,0.0000
ClC(Cl)=NC=CC=C,5,0.0000,5,0.0000
