SMILES,Frequency,Percentage,MoleculeFrequency,MoleculePercentage
CCC(CC)CCC(C)C,116,0.0001,107,0.0007
CCCCCCC(C)CC(C)CCCCCCCCCCCCCC(C)CC(C)C,3,0.0000,3,0.0000
*OCOC(=O)C=CC=CC=CC=CC=CC=CC=CC(=O)OCO*,8,0.0000,8,0.0001
CC(C)CCCC1(C)CCCC2(C)CCCC12,4,0.0000,4,0.0000
*OC1(O*)C2OC2C(=O)C3OC31C(=O)C=C,1,0.0000,1,0.0000
c1ccc(cc1)Cc2cccc(c2)CCCc3ccccc3,2,0.0000,2,0.0000
c1cc2c3-c4c(ccc(c4CCc3c1C)C)C2C,1,0.0000,1,0.0000
*OC=C(C(*)=O)C(=O)C=CO[H],2,0.0000,2,0.0000
c(c-c1cccc(c1)C)cc2cccc(c2)CC,1,0.0000,1,0.0000
c1ccc(cc1)c(cCCC(C)C)C,16,0.0000,16,0.0001
CC(C)C1CCC2C(C)(CCC3C4CC(C)CCC4(C)CCC32C)C1C,1,0.0000,1,0.0000
CC1CCCC2(C)CCC(CC3CCCC(C)(C)C3)C12,2,0.0000,2,0.0000
ccc(c)CC(C)CCC1C(C)C(C)CC(C(C)C)C1(C)CC,1,0.0000,1,0.0000
c1ccc(cc1)-c2ccc(cc2)c3cccc(c3)-c4cccc(c4)c5ccc(cc5)-c6ccccc6,1,0.0000,1,0.0000
c-c1ccccc1CC,1,0.0000,1,0.0000
CCCC(C)C1CCC2(C)C1CCC3C4(C)CCCC(C)(C)C4CCC32C,52,0.0000,52,0.0003
ccc(cC)C(C)C,1,0.0000,1,0.0000
c1cc(ccc1CCCCC)CCC(C)CC,2,0.0000,2,0.0000
cc(cc1ccccc1C)C(CC)CCC,1,0.0000,1,0.0000
CCC1CCC(C)C(C)(C)C1,1,0.0000,1,0.0000
*N=C1N(*)C(O*)C(O[H])N1*,1,0.0000,1,0.0000
CCCCC1CCC1(C)CC,2,0.0000,2,0.0000
*SS(=O)(=O)O[H],5,0.0000,5,0.0000
c1ccc(cc1)cc(cC)C,45,0.0000,45,0.0003
cc1ccc(cc1c2cCCC2)C,4,0.0000,4,0.0000
c(cC)c(cCCCCCCCC)C,1,0.0000,1,0.0000
c1cc(c(cc1CCC)C)C,6,0.0000,6,0.0000
[H]OC(=O)C(O[H])=CC=C,1,0.0000,1,0.0000
CC1CCC2CCCC2(C)C1C,3,0.0000,3,0.0000
cc(cc1cccc(c1)CC)-c2cccc(c2)C,2,0.0000,2,0.0000
*OC(=O)C1N(*)C1,2,0.0000,2,0.0000
*OC=1C(=O)C(C(=O)C1O*)=C(O[H])C=C,1,0.0000,1,0.0000
*[N+](*)=CC=C,4,0.0000,4,0.0000
ccc(c)CCC(C(C)C)C1CCCCC1C,4,0.0000,4,0.0000
cc(cc(cC)CC)C(c1cccc(c1)C)C,1,0.0000,1,0.0000
CCC(CCC(C)C)C1(C)CCCC(C)(C)C1,4,0.0000,4,0.0000
ccc(-ccC)c1ccccc1,2,0.0000,2,0.0000
*N=C1N=CC(=CN1*)C(=O)O*,4,0.0000,4,0.0000
CCCC1(C)CCC2(C)CCC(C(C)C)C2C1,22,0.0000,22,0.0001
c1cc(c(c(c1)Cc2ccc(cc2C)C)C)C,2,0.0000,2,0.0000
c1ccc2c(c1)ccc(c2-c3c4ccccc4ccc3CC(C)C)C,1,0.0000,1,0.0000
*C(=O)C(=C)C=CCl,7,0.0000,7,0.0000
*OC=[cH]-[cH]=CC=O,1,0.0000,1,0.0000
CCC(C)(C)C(C)C(C)C,49,0.0000,49,0.0003
c1ccc(cc1)C(C)CCc2cccc(c2)CC,10,0.0000,10,0.0001
c1ccc(cc1)CC(c2ccccc2)c3cccc4c3C(Cc5ccccc5)C(c6ccccc6)C4c7ccccc7,1,0.0000,1,0.0000
CCC(C)CCCC1CCC(C)C1,1,0.0000,1,0.0000
c(cCCCCCCCC(C)C)C,1,0.0000,1,0.0000
cccc1ccc2ccc(cc2c1)-c3cc(cccC)cc4ccccc43,2,0.0000,2,0.0000
c1ccc2c(c1)-c3ccccc3CC(C)C(C)C2,277,0.0002,277,0.0017
c1ccc(cc1)C2CCC3CC2CC3C,3,0.0000,3,0.0000
ccc1ccccc1,743,0.0004,680,0.0043
CCC1CCC2(C)C3CCC4CCCCC4(C)C3CCC12C,1,0.0000,1,0.0000
CC(C)C1CCC1(C)C,3,0.0000,3,0.0000
c1ccc(cc1)C2c3ccccc3C(CC)C2,4,0.0000,4,0.0000
c1ccc2c(c1)CC3CCCC(C)(C)C3C2,1,0.0000,1,0.0000
*OC(=O)C1=CC(=CC1=CO[H])C(*)=O,4,0.0000,4,0.0000
ccc(cC(CC)(CC)CCC)-c1ccccc1,3,0.0000,3,0.0000
c1ccc2cc(ccc2c1)CCCC(C)C,2,0.0000,2,0.0000
CCCCCC(C)C1CCC(C)C1(C)CCCC(C)(CC)CC,2,0.0000,2,0.0000
c1ccc(c(c1)C)C(C)C(C)C,1,0.0000,1,0.0000
CCCC(C)(CC)CCCCC(C)(CC)CC,3,0.0000,3,0.0000
*C(=O)C=CC=CC(C(*)=O)=C(O[H])C(*)=O,1,0.0000,1,0.0000
CCCC1C(C)(C)CCCC1(C)CCC,1,0.0000,1,0.0000
ccc(c)c(c)c,6,0.0000,6,0.0000
cc1ccccc1c2cccc(c2c)c3cccc(c3c)c4ccccc4c,1,0.0000,1,0.0000
CC1CC2(CCCC1C2)CC3CCCC(C)(C)C3,1,0.0000,1,0.0000
CC1CCC2C(C)(C)C3(C)CCC12CC3,2,0.0000,2,0.0000
*N(C(=O)C=C)C(=C)C(=O)C=C,3,0.0000,3,0.0000
*C(=O)C=C1C=COC=C1C(*)=O,16,0.0000,16,0.0001
CCCCC1CCC2(CC2C1)C3(C)CCC4C(C)(C)CCCC4(C)C3,2,0.0000,2,0.0000
cc(cccCCCC)CCCCCC,1,0.0000,1,0.0000
CC(C)C1CCC2(C)C(C)CC12,3,0.0000,3,0.0000
*OC(=O)C=CC=C(O*)C(*)=O,2,0.0000,2,0.0000
CCCCCCCCCCCCCCCCCCC(C)CC,2,0.0000,2,0.0000
*OC1=C(C(*)=O)C(=O)N(*)C1=C,1,0.0000,1,0.0000
CCCCC(C)C1CCC2(C)C3CCC4C(C)(C)CCCC4(C)C3CCC12C,3,0.0000,3,0.0000
cccc1cccc2c1cccc2C,1,0.0000,1,0.0000
CCCCC(CC)C1(C)CCCC(C)(C)C1,3,0.0000,3,0.0000
*C(=O)C1=COC(C=C)=CC1=C,4,0.0000,4,0.0000
CC(C)CCCC(C)C1CCC2(C)C1CCC3C(C)(C)C(CCC32C)C(C)C,2,0.0000,2,0.0000
CCC1(C)CCCC(C)C1CCCC(C)(C)C2CCC(C)C2C,4,0.0000,4,0.0000
ccc(c)CC(C)CCCCC,4,0.0000,4,0.0000
[H]OC(=O)C=C1OC(=O)C=C1O[H],17,0.0000,14,0.0001
CC1CCC(CC(C)C1)C2CC(C)C3C(C)CCCCC23,2,0.0000,2,0.0000
CCC(CCC(C)C)CCC1C(C)CCCC1CC,1,0.0000,1,0.0000
*OC(C(*)=O)=C(O[H])C=CC=C,1,0.0000,1,0.0000
*C(=O)N1OC1,1,0.0000,1,0.0000
c1ccc(cc1)-c2ccc(cc2)-c3cccc(c3)CCC(C)C,1,0.0000,1,0.0000
CCC1CCCC2C(C)(C)CCCC12C,24,0.0000,24,0.0002
CC(CCC(C)(C)C)C1CCC2C3(C)CCCC(C)(C)C3CCC2(C)C1(C)C,1,0.0000,1,0.0000
*C(=O)C=CC(C(*)=O)=C(O[H])C(*)=O,1,0.0000,1,0.0000
*OS(*)(=O)=O,14,0.0000,13,0.0001
*SC=CC(=O)S*,1,0.0000,1,0.0000
CC(C)C(C)CCC(C)C1CCC(C)C1C,2,0.0000,2,0.0000
CCC12CC3(C)CCC(C)(C)C3(C)C2CCC1C,1,0.0000,1,0.0000
*SC=CC(=O)N*,2,0.0000,2,0.0000
*C(=O)C1(OC1)C=CCl,6,0.0000,6,0.0000
O=CC=CC#CC=C,3,0.0000,3,0.0000
c1ccc(cc1)C2(CC)C3CCCCC32,2,0.0000,2,0.0000
*OC1=CC(=O)OC1(OCO*)C=C,1,0.0000,1,0.0000
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(C)(C)C,5,0.0000,5,0.0000
CC1CCC(C)C2(CCC2C)C1,1,0.0000,1,0.0000
c1cc(c(cc1C(C)C)C)C(C)CCCC(C)C,3,0.0000,3,0.0000
cccccC(c1ccccc1)C(C)C,1,0.0000,1,0.0000
[H]Oc,115661,0.0690,46995,0.2952
CCC1CCC(C)(C(C)CCC2CCC(C)CC2)C(C)C1(C)CC,1,0.0000,1,0.0000
[H]OC,299317,0.1786,90683,0.5697
ccC(CC)C(c1ccccc1)CC,1,0.0000,1,0.0000
c1cc(c(cc1CC2C(C)CCC(C(C)C)C2(C)CC)C)C,31,0.0000,31,0.0002
CC1CCC2(C)CCC3(C)C4CCCC(C)C4(C)CCC3(C)C2C1,1,0.0000,1,0.0000
CC1C(C)(CCC2C(C)(C)CCCC12C)C3CC3CC4CCC(C)(C)CC4,7,0.0000,7,0.0000
CCC1(C)CCCC2(C)C1CCC3(C)C(C)C(C)(C)CCC32,8,0.0000,8,0.0001
c1cc2c3c(c1)C(C)CCC3C(C)CC2,1,0.0000,1,0.0000
CC(C)CCCC1CCC2CC1C2(C)C,1,0.0000,1,0.0000
CCC1(C)C(C)CCC2(C)CCC(C(C)C)C21,1,0.0000,1,0.0000
ccc(c)CCCC1(C)CCCC(C)(C)C1C,18,0.0000,18,0.0001
c1ccc(cc1)Cc2cccc(c2C)CC,1,0.0000,1,0.0000
CC1C(C)(C)CCC2CCCC12C,2,0.0000,2,0.0000
*C(=O)OC1=CC(=O)C(OC(*)=O)=CC1=O,3,0.0000,3,0.0000
c1ccc(cc1)ccc-c2ccccc2CCC(C)CC,1,0.0000,1,0.0000
*OC(=C)C(=CO[H])C(*)=O,4,0.0000,4,0.0000
c1ccc(c-c1)C,5,0.0000,5,0.0000
C#CC#CC#CC=CC=CC=C,1,0.0000,1,0.0000
*OC(=C)C(=O)N(*)C=C,8,0.0000,8,0.0001
c1cc2ccc3cccc4c3c2c(c1)C(CC)C4CC,1,0.0000,1,0.0000
c1ccc(cc1)c(cCCC(CC)CC)CC,12,0.0000,12,0.0001
CCC(C)(C(C)C)C1(CC)CC1,1,0.0000,1,0.0000
CC(CCC1(C)CCC(C)(C)CC1)C2(C)CCC3C(C)(C)CCCC3(C)C2(C)C,1,0.0000,1,0.0000
c1cc(cc(c1)CC(C)C)CCC(C)C,1,0.0000,1,0.0000
CCCCCCCCC(C)CCCCCC(C)CC,1,0.0000,1,0.0000
CCC1CCC2C3CCC4CCCCC4(C)C3CCC12C,675,0.0004,675,0.0042
*C(=O)C(=C(C(*)=O)N(*)*)N(*)*,5,0.0000,5,0.0000
O=CC=CC#CC#C,4,0.0000,4,0.0000
CC1CC2(CCC3C(C)(C)CCCC3(C)C2)CC1C,3,0.0000,3,0.0000
CCC(C)C1CCC(C)C1(C)CCCC2(C)CCCC(C)(C)C2,1,0.0000,1,0.0000
ccc(c)CCC(C)(CCC)C(C)C,1,0.0000,1,0.0000
ccc(c)CC(C)CCCC1(C)C2CCC(C)(C2)C1C,11,0.0000,11,0.0001
c1cc(ccc1CCCCCC)C(C)CCC(C)CC,1,0.0000,1,0.0000
c1ccc(cc1)Cc2cccc(c2)CCC(c3ccccc3)c4cccc(c4)CCCc5ccccc5,1,0.0000,1,0.0000
*N=CC=CN=CC=CN(*)C=CC=N*,3,0.0000,3,0.0000
ccc(c)CCCC(C)CCC,9,0.0000,9,0.0001
CCC1C(C)CCC2C1CCC2(C)C,1,0.0000,1,0.0000
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(C)CC,1,0.0000,1,0.0000
CC(C)C1CCC(C)C2CCC(C)C2(C)C1,3,0.0000,3,0.0000
CCCCC(C)CC(C)C1CCC(C(C)CCC(C)C(C)C)C1(C)C,1,0.0000,1,0.0000
c1ccc(cc1)ccCCCCCCCCCCCCCCCCCC,1,0.0000,1,0.0000
*N(*)C(O[H])N(*)*,1,0.0000,1,0.0000
c1ccc2cc(ccc2c1)CCCCCCCCC,2,0.0000,2,0.0000
CCCCCC1CC(CCC1C)C(C)C,1,0.0000,1,0.0000
CCC1CCCC(C)(C)C1C,2,0.0000,2,0.0000
*C(=O)N(*)C1=CC(=O)C(=CC1=O)N(*)*,5,0.0000,5,0.0000
CCC(C)C1CCC2(C)C3CCC(C(C)C)C4(CC)CC34CCC12C,38,0.0000,38,0.0002
CC1CCCCC2(C)C(C)C12,1,0.0000,1,0.0000
CCCCC(C)CCCCCC(C)CCC,2,0.0000,2,0.0000
*C(=O)N(*)C=CN(*)C(*)=O,4,0.0000,4,0.0000
c1cc(ccc1c2cC3(C)C(C2)CCC4C(C)(CC)CCCC43C)CCC(C)C,1,0.0000,1,0.0000
S1SCSC1,6,0.0000,6,0.0000
CC(C)C12CCC3(C)CCCC(C)C3CC2CCC1C,1,0.0000,1,0.0000
*OC=C(N*)C(=[cH2])N(*)*,1,0.0000,1,0.0000
CCCCC(C)C1CCCC1(C)CCCC2(C)CCCC(C)C2C,1,0.0000,1,0.0000
*N=CC(=O)N(*)C(*)=O,1,0.0000,1,0.0000
c(ccCC(C)C)cCCCCCC,1,0.0000,1,0.0000
CCC(CC)CCC(C)(C)CC(C)C,2,0.0000,2,0.0000
CCCC(C)C(C)CCC1C(C)CCC(C(C)C)C1(C)CC,11,0.0000,11,0.0001
c1ccc2c(c1)ccc(c2-c3c4ccc(cc4ccc3CC(C)C)C)CC(C)C,1,0.0000,1,0.0000
cc(c1ccc(c(c1)C)CCCCC)C,1,0.0000,1,0.0000
c1cc2c(cc1C(C)C)CCCC2(C)CCCC,2,0.0000,2,0.0000
O=C(C=C)C(Cl)=C,13,0.0000,13,0.0001
CCCC(C)(CC)CCCC(C)(C)CC,1,0.0000,1,0.0000
ccc(c)CC1(C)CCC2(C(C)C(C)C(C)C)C(C)C12C,4,0.0000,4,0.0000
CCC(C)C1CC2C(CC2(C)C)C1C,5,0.0000,5,0.0000
CCC1CCC(C)C(C)C(CC)C1,1,0.0000,1,0.0000
c1cc2c3ccc(cc3ccc2c(c1)C)C,11,0.0000,11,0.0001
*C(=O)C=C(O[H])C(=O)C(O[H])=CC(=O)C=CC=C,1,0.0000,1,0.0000
*C(=O)N1CC1,2,0.0000,2,0.0000
c1ccc(cc1)CC(CC)CCC,2,0.0000,2,0.0000
*OC(OCOC(O*)C=C)C=C,2,0.0000,2,0.0000
c1ccc(cc1)Cc2cccc3-c4cc(ccc4CCc32)-c5cccc6-c7ccccc7CCc56,1,0.0000,1,0.0000
CCCCC(C)C1CCC2(C)C3CCC4C(CCCC4(C)C)C3(CC)CCC12C,1,0.0000,1,0.0000
CCCCC1CCCCC1C,4,0.0000,4,0.0000
CC(C)C1CCC(CCCC2CC(C)CCC2C)C1(C)C,1,0.0000,1,0.0000
*OP(=O)(O[Se](=O)(=O)O[H])O[H],1,0.0000,1,0.0000
cc(c1ccccc1)CCCC(CC)CCCCC,1,0.0000,1,0.0000
*N(*)N=O,12,0.0000,12,0.0001
*N(*)N=C,17,0.0000,13,0.0001
CC1CCC2C1CCC(C)C2(C)C,1,0.0000,1,0.0000
c1ccc(cc1)cccc2cccc(c2)C(C)C,1,0.0000,1,0.0000
CCCC(C)C1CCC(C)CC1C,13,0.0000,13,0.0001
CCCCC(C)CCC1C(C)CCCC1C,1,0.0000,1,0.0000
cc1ccccc1cc2ccc(cc2)C,11,0.0000,11,0.0001
ccc1c(cC)CC(CCCC)C1(C)C,1,0.0000,1,0.0000
c(cCC)CC,1,0.0000,1,0.0000
c1ccc(cc1)c2cC3(C)C(C2)CCCC3(C)CCCCC(C)C(C)C,2,0.0000,2,0.0000
*C(=O)C=COC(O[H])C=CC(*)=O,1,0.0000,1,0.0000
CC(C)CCCCC(C)C(C)CCC1C(C)CCC2C(C)(C)CCCC12C,8,0.0000,8,0.0001
CCCC(C)C1CCC(C)(CCC)C1C,1,0.0000,1,0.0000
CCCC1(C)C(C)CCC1C(C)CCCC(C)C,1,0.0000,1,0.0000
c1ccc(cc1)cc2ccccc2CC,5,0.0000,5,0.0000
cc(cc1cccc(c1)C)c2cccc(c2)CCC(C)C,2,0.0000,2,0.0000
CCCCCCCCCCCCCCCCCCCCCCCCCCC(C)C,1,0.0000,1,0.0000
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(C)C,2,0.0000,2,0.0000
*OC(=O)C=CC#CC=C(C#C)S*,1,0.0000,1,0.0000
*OC=C(C=C)C(O[H])=C(C(*)=O)C(*)=O,4,0.0000,4,0.0000
c1ccc(cc1)c2cC3(C)CCC(CC3CC2)C(C)C,3,0.0000,3,0.0000
CCC1(C)C(CCC(C)C1CCCC2(C)CC(C)(C)CCC2C)C(C)C,1,0.0000,1,0.0000
ccc(c1ccccc1)c2c-ccC(c2)CC,1,0.0000,1,0.0000
cc(cc1cccc(c1)C(C)C)-c2ccccc2,4,0.0000,4,0.0000
*OC(O*)C(O[H])O[H],1,0.0000,1,0.0000
c1ccc(c(c1)-cccc2cccc(c2)C)C,3,0.0000,3,0.0000
c1ccc2ccccc2cc1,8,0.0000,8,0.0001
cccc1cccc(c1)CC(CCCCCCC)C(C)C,1,0.0000,1,0.0000
*C(=O)C=CC(=O)O[H],55,0.0000,55,0.0003
c1cc(ccc1CCCC)CCCCC,9,0.0000,9,0.0001
c1ccc(cc1)cc2cc(cc(c2)C(C)C)C,6,0.0000,6,0.0000
N#CC(=C)C=CC=C,1,0.0000,1,0.0000
CC1(C)CCC2(C)C1CCC3(C)C2CCC4C5CCCC5CCC43C,11,0.0000,11,0.0001
cc(cc(c)CC(C)C)-c1ccccc1,4,0.0000,4,0.0000
c1ccc(cc1)C2(CC)CCC(C(C)CC)C(CC)C2,1,0.0000,1,0.0000
ccc(c)cc(cCC)CC,1,0.0000,1,0.0000
c1ccc(cc1)C(c2ccccc2CC)C,5,0.0000,5,0.0000
c1cc(ccc1C(C)C)C2CCCC(C)(C)C2C,15,0.0000,15,0.0001
CCC1CC(CC1C)C2CCCC2,1,0.0000,1,0.0000
c1ccc(cc1)C(CC)C(C)CC,14,0.0000,14,0.0001
c1ccc(cc1)-c2cccc3ccc(cc32)Cc4ccccc4,1,0.0000,1,0.0000
*N=CC=CN(*)C(*)=O,3,0.0000,3,0.0000
ccc1cC2(C)CCCC(C)C2(C)CC1,1,0.0000,1,0.0000
c1ccc2cc3cc(cc3cc2c1)CC(CC)CCC(C)CC,3,0.0000,3,0.0000
CC1(C)CCCC23CC(CC12)C45CCC(CC4)CC53,1,0.0000,1,0.0000
CCCC(C)C(C)C1(C)CCC(CC)C1(C)C,48,0.0000,48,0.0003
c1ccc(cc1)CCCCC(c2ccccc2)C(Cc3ccccc3)Cc4ccccc4,3,0.0000,3,0.0000
CCC(CCC(C)C1CCC(C)C1(C)CCCC2(C)CCCCC2C)C(C)C,1,0.0000,1,0.0000
[H]OC(=C)C(=O)C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C,1,0.0000,1,0.0000
CCC(C)C(C)C(C)CCC(CC)C(C)C,1,0.0000,1,0.0000
CC(C)C1CC2CCCCC2(C)C1,17,0.0000,17,0.0001
CCC1CC1CC(C)(C)C,1,0.0000,1,0.0000
CCC(C)C1CC2(C)CCC(C(C)C)C12,1,0.0000,1,0.0000
CCCCCCCCC(C)CC1CCCCCCCC(C)CCC1,1,0.0000,1,0.0000
c1ccc2c(c1)CCC34CCC(CC23CC)C(C4)C(C)C(C)(C)C,1,0.0000,1,0.0000
CC(C)CCC1CC(C)CCC1C,2,0.0000,2,0.0000
c1ccc2cc(c(cc2c1)C)CC,1,0.0000,1,0.0000
CCC1CCC(CC)C1,1,0.0000,1,0.0000
CCC(C)C1CCC2(C)C1CCC3C(C)(CC)C(CCC32C)C(C)C,26,0.0000,26,0.0002
c1cc(ccc1C(C)C)C(C)(CC)C(C)C,1,0.0000,1,0.0000
c1ccc(cc1)CC(c2ccccc2)c3ccccc3,90,0.0001,86,0.0005
*OC(=O)C1=CC(=C)C(OCO*)OC1O*,1,0.0000,1,0.0000
c1ccc(cc1)cccCC(C)CC,2,0.0000,2,0.0000
c1c-c(cc2ccc(c(c2)C)C(C)CC)c(c(c1)C)C(C)CC,4,0.0000,4,0.0000
ccc(c)CCC,131,0.0001,130,0.0008
*OCOC=C=C,1,0.0000,1,0.0000
ccccc-cc-c1ccccc1,1,0.0000,1,0.0000
*C(=O)C(Cl)=C1C=C(C=CC=C)N(*)C=C1C(*)=O,13,0.0000,12,0.0001
CCCCC1CCC(C(C)C)C1(C)C,1,0.0000,1,0.0000
CCCCCCC(C)C,148,0.0001,145,0.0009
[cH]-1=CC=CC=CC=[cH]1,1,0.0000,1,0.0000
c1ccc(cc1)ccc-c2cccc(c2)-c3cc(ccc-c4ccccc4)cc(c3)C,1,0.0000,1,0.0000
CCCCC1CC2C(CC)CC(CC)C3CCCCC1C32,1,0.0000,1,0.0000
c1cc(ccc1C)Cc2ccc(c(c2C)C)C,1,0.0000,1,0.0000
CC(C)C1CCC(C)C2CCCC(C)C12,1,0.0000,1,0.0000
*[O+]=C(O[H])C(=O)OC(=O)C(=O)O[H],1,0.0000,1,0.0000
*[Si]1(*)O[Si](*)(*)O[Si](*)(*)O[Si](*)(*)O[Si](*)(*)O[Si](*)(*)O[Si](*)(*)O[Si](*)(*)O[Si](*)(*)O[Si](*)(*)O1,1,0.0000,1,0.0000
CC(CCC(C)C1(C)CCC2C(C)(C)CCCC2(C)C1)CCC(C)(C)C,50,0.0000,50,0.0003
cc(c(cCc1cccc(c1)C)C)CC(C)CC,1,0.0000,1,0.0000
CCCCCC(C)CCCC(C)(C)CCC,5,0.0000,5,0.0000
*OC(=O)C=NO[H],11,0.0000,8,0.0001
C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C,83,0.0000,83,0.0005
CCCC1(C)CCC2C(C1)C2(C)C,1,0.0000,1,0.0000
c1cc2-c3c(cc(cc3CCc2c(c1)C)C)CC,3,0.0000,3,0.0000
c1cc(cc(c1)CCCC)CCCC,2,0.0000,2,0.0000
ccc-ccc(cc)c1ccccc1,3,0.0000,3,0.0000
ccc(c)CC(C)CCCCC(C)C(C)(C)CCC,1,0.0000,1,0.0000
cc(cc(cC)C)CC(CC)C(C)CC,1,0.0000,1,0.0000
CCCCC(C)C(C)CCCC(C)C,1,0.0000,1,0.0000
CCCC(C)(CC)C(CC)CC(C)CC,1,0.0000,1,0.0000
CC(C)C1CCC(C)C2(C)CC12,4,0.0000,4,0.0000
*N=C(N=C(N(*)*)N(*)*)N(*)*,3,0.0000,2,0.0000
c1cc(c(cc1CCC)C)CC,2,0.0000,2,0.0000
c1cc(ccc1CCCCC)C2CC(C)CCC2C(C)C,2,0.0000,2,0.0000
c1cc(ccc1cc2ccc(cc2)C)C,1,0.0000,1,0.0000
c1cc(cc(c1)C2CC(C)CCC2C(C)CC)C,1,0.0000,1,0.0000
*C(=O)C(=CO[H])C(=O)N(*)C(*)=O,1,0.0000,1,0.0000
CCC(C)C1CCC(C)C1CC,2,0.0000,2,0.0000
c1ccc(cc1)C(CC)CC2(CCC)CCCC2,2,0.0000,2,0.0000
ccCCc1ccccc1,1,0.0000,1,0.0000
ccc(-ccCCCCccc(cc)c1ccccc1)c2ccccc2,2,0.0000,2,0.0000
*OC(=O)C=[cH2],2,0.0000,2,0.0000
CCC1CCC(C1)C2CCCC(C)(C)C2C,4,0.0000,4,0.0000
cccccCC(CC)CCC,2,0.0000,2,0.0000
CC1CCC2C(C)(CCC3C4(C)CCCC(C)(C)C4CCC23C)C1,1,0.0000,1,0.0000
c1ccc(cc1)cc2cc(cc(c2)CCCCCC)CCCCCC,1,0.0000,1,0.0000
CC(C)C(C)C(C)(C)C,12,0.0000,12,0.0001
c1ccc(cc1)CCC(C)CCCCC,2,0.0000,2,0.0000
*OC(OC(*)=O)C=C(C(*)=O)N(*)C(=O)C=CC=C,1,0.0000,1,0.0000
CCC1CCC(C(C)CCC(C)C(C)C)C1(C)CC,3,0.0000,3,0.0000
CCCCCC(C)(C)CCCCC(C)C,1,0.0000,1,0.0000
*N(*)C#[O+],1,0.0000,1,0.0000
*N=CC=CN(*)N(*)C(=N*)N(*)*,1,0.0000,1,0.0000
ccc(c)CCC(C)(C)CCC,4,0.0000,4,0.0000
CCCCC(C)(CCC)CCCC,4,0.0000,4,0.0000
ccccc-ccccccc,1,0.0000,1,0.0000
*OC(=O)C(=C)N(*)C(*)=O,46,0.0000,46,0.0003
*N(*)CN1C(=O)C2SSC1C(=O)N2*,49,0.0000,37,0.0002
*OCN(*)CO*,6,0.0000,6,0.0000
ccc(c)CCC(C)(CC)CCCCC,3,0.0000,3,0.0000
c1cc(c2c(c1)C3CCC4(C)C(CCC4C3CC2)C(C)CCCC)C,1,0.0000,1,0.0000
*OCOC(O[H])C(O*)O*,1,0.0000,1,0.0000
c1ccc(cc1)C2CCC2c3ccccc3,20,0.0000,20,0.0001
CCC1(C)C(C)C2CCC1C2C(C)C,1,0.0000,1,0.0000
ccc(ccC1C(C)CCC1C(C)C)C,2,0.0000,2,0.0000
CCC1CCC(C)C1(C)CCCC2(C)CCCC(C)(C)C2C,4,0.0000,4,0.0000
c1ccc(cc1)C2(CC)CC(c3cccc(c3)c(cCC(CC)(CC)CCC)CC)CC(CC)(CCC)C2,1,0.0000,1,0.0000
c1ccc2c(c1)c(ccc2C(C)C)C,7,0.0000,7,0.0000
cc(cc1ccc2ccccc2c1)CCC,1,0.0000,1,0.0000
c1ccc2c(c1)CCC3C2CCC(C)C3CC,12,0.0000,12,0.0001
c1ccc(cc1)-cccc2cc(cc(c2)C(C)C)C,1,0.0000,1,0.0000
c1cc(-c2cccc3-c4cccc(c4CCc23)CC)c5c(c1)-c6cccc(c6CC5)CC,1,0.0000,1,0.0000
CCC1C(C)CC2C(C1C)C2(C)C,3,0.0000,3,0.0000
*S(=O)(=O)C(C#CC#CC=C)=CC#CC#C,1,0.0000,1,0.0000
c1ccc(cc1)C(c2ccccc2)C,135,0.0001,135,0.0008
c(c(cC)C)c1cC(C)(CC)CCC1,1,0.0000,1,0.0000
CCC1CCC(C)(C2CCC3C(C)(C)CCCC43CC24)C1(C)C,5,0.0000,5,0.0000
c1ccc(cc1)c2cCC3(C)C2CCCC3(C)CCC,1,0.0000,1,0.0000
CCC1CCC2C(C)(CCC3C4(C)CCCC(C)(C)C4CCC23C)C1,4,0.0000,4,0.0000
c1ccc(cc1)Cc2cccc(c2)CCCC,4,0.0000,4,0.0000
CC1CCCC(C)(C1)C2CCCC2,1,0.0000,1,0.0000
CC1CCC(C)(C)CC1C(C)CCC2(C)C(C)CCC3C(C)(C)CCCC32C,1,0.0000,1,0.0000
*C(=O)C=CC=O,15,0.0000,15,0.0001
*C(=O)C=CC=C,623,0.0004,611,0.0038
cccc(c)C(c(c)ccc)C(C)C,1,0.0000,1,0.0000
cc(cc(cCCCCC(C)C)C)C,5,0.0000,5,0.0000
CC1CCCCC(C)(C)C1,4,0.0000,4,0.0000
CCCC1(C)CCC(C(C)CC)C1C,13,0.0000,13,0.0001
CC1CCCC1C2CCC3CCCCC3C2,1,0.0000,1,0.0000
N#CC=CC=C,20,0.0000,20,0.0001
c1ccc(cc1)-cccc2ccc(cc-c3ccccc3)cc2,2,0.0000,2,0.0000
ccc(c)CCCC(C)(C)C(C)C(C)(C)C,1,0.0000,1,0.0000
CCC(C(C)C)C(C)C(C)CCC(C)(CC)C(C)C(C)C,1,0.0000,1,0.0000
